Facility Id,EPA Website,FRS Id,Company ,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Industry Type (sectors),Total reported direct emissions,CO2 emissions (mt) ,Biogenic CO2 emissions (metric tons),Stationary Combustion,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions 
1008168,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1008168&ds=E&et=&popup=true,110015683786,Omaha Public Power District ,Cass County Station,PLATTSMOUTH,NE,68048,3520 MILL ROAD,Cass,40.9472,-95.9667,Natural Gas Power Generation," 128,807 "," 128,676 ", -   , 55 , 60 , 71 
1001026,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001026&ds=E&et=&popup=true,110000606489,Omaha Public Power District ,Nebraska City Station,NEBRASKA CITY,NE,68410,7264 L ROAD,Otoe,40.6215,-95.7765,Coal Power Generation," 6,934,949 "," 6,880,672 ", -   , 237 ," 19,854 "," 34,423 "
1006069,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006069&ds=E&et=&popup=true,110041061374,Omaha Public Power District ,North Omaha Station,OMAHA,NE,68112,7475 PERSHING DRIVE,Douglas,41.3297,-95.9458,Coal Power Generation," 1,906,282 "," 1,891,774 ", -   ,," 5,313 "," 9,195 "
1000725,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000725&ds=E&et=&popup=true,110071161643,Omaha Public Power District ,Sarpy County Station,BELLEVUE,NE,68147,8906 S 35TH ST,Sarpy,41.1706,-95.9692,Natural Gas Power Generation," 112,679 "," 112,542 ", -   ," 44,412 ", 58 , 79 
1011251,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1011251&ds=E&et=&popup=true,110071160678,Omya Industries ,Omya Inc. (Verpol),Florence,VT,05701,206 Omya West,RUTLAND COUNTY,43.70987,-73.06302,Manufacturing," 29,012 "," 28,981 ", -   ," 29,012 ", 14 , 17 
1003033,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003033&ds=E&et=&popup=true,110032601432,Oneida Herkimer Solid Waste Management Authority ,AVA LANDFILL,AVA,NY,13303,7044 ST RTE 294,ONEIDA COUNTY,43.461,-75.412,Municipal Landfill," 72,327 ", 111 , -   , 111 ," 72,216 ", 0 
1007367,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007367&ds=E&et=&popup=true,110071160535,ONEOK ,BPE GPRP Grasslands Gas Plant,Cartwright,ND,58838,,RICHLAND COUNTY,47.59043,-104.0005,Natural Gas Processing," 70,494 "," 60,568 ", -   ," 45,737 "," 9,892 ", 34 
1010302,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010302&ds=E&et=&popup=true,110055520299,ONEOK ,BPE GPRP Stateline,Williston,ND,58801,15071 56th Street NW Williston,WILLIAMS COUNTY,48.22687,-103.94446,Natural Gas Processing," 64,872 "," 62,243 ", -   ," 51,386 "," 2,594 ", 35 
1004425,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004425&ds=E&et=&popup=true,110071160223,ONEOK ,OHL NGLP Hutchinson Plant,HUTCHINSON,KS,67501,1910 SOUTH BROADACRES ROAD,RENO COUNTY,38.02875,-97.97694,Natural Gas Processing," 88,344 "," 87,988 ", -   ," 86,028 ", 307 , 49 
1004418,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004418&ds=E&et=&popup=true,110064055123,ONEOK ,OHL NGLP Medford Plant,MEDFORD,OK,73759,25923 US Highway 81,GRANT COUNTY,36.779167,-97.754167,Natural Gas Processing," 133,039 "," 131,941 ", -   ," 131,500 "," 1,024 ", 74 
1010917,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010917&ds=E&et=&popup=true,110071160292,ONEOK ,OHL NGLP Mont Belvieu NGL Fractionation and Storage Complex,Baytown,TX,77523,11350 Fitzgerald Rd.,CHAMBERS COUNTY,29.861102,-94.892662,Natural Gas Processing," 341,117 "," 340,760 ", -   ," 341,029 ", 165 , 192 
1004715,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004715&ds=E&et=&popup=true,110030555316,ONEOK ,ONEOK Bushton Plant,Bushton,KS,67427,777 Avenue Y,RICE COUNTY,38.52177,-98.351255,Natural Gas Processing," 366,650 "," 363,210 ", -   ," 343,131 "," 3,237 ", 204 
1012617,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1012617&ds=E&et=&popup=true,110071232229,ONEOK ,BPE GPRP Bear Creek,Killdeer,ND,58640,10570 2nd St NW,DUNN COUNTY,47.44452,-102.797768,Natural Gas Processing," 39,420 "," 38,344 ", -   ," 32,410 "," 1,055 ", 21 
1008476,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1008476&ds=E&et=&popup=true,110071161503,ONEOK ,BPE GPRP Garden Creek,Watford City,ND,58854,,MCKENZIE COUNTY,47.85022924,-103.1798367,Natural Gas Processing," 50,112 "," 47,211 ", -   ," 39,923 "," 2,874 ", 27 
1003995,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003995&ds=E&et=&popup=true,110071161430,ONEOK ,GPLC JOLIET SALES,Joliet,IL,60410,,WILL COUNTY,41.4504,-88.1833,Midstream and Gas Transmission," 27,636 "," 21,769 ", -   ," 21,789 "," 5,855 ", 12 
1003955,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003955&ds=E&et=&popup=true,110071161346,ONEOK ,OFS GPRP Antelope Hills Gas Plant,Crawford,OK,73638,,ROGER MILLS COUNTY,35.8303583,-99.783175,Natural Gas Processing," 33,037 "," 19,339 ", -   ," 19,341 "," 13,687 ", 11 
1010547,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010547&ds=E&et=&popup=true,110071159873,ONEOK ,OFS GPRP Canadian Valley,Calumet,OK,73014,"35.591269, -98.141061",CANADIAN COUNTY,35.591269,-98.141061,Natural Gas Processing," 52,646 "," 49,696 ", -   ," 31,075 "," 2,926 ", 24 
1003736,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003736&ds=E&et=&popup=true,110071161410,ONEOK ,OFS GPRP Custer Gas Plant,CUSTER CITY,OK,73639,,CUSTER COUNTY,35.6489194,-98.8980583,Natural Gas Processing," 56,706 "," 32,839 ", -   ," 31,745 "," 23,848 ", 18 
1006184,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006184&ds=E&et=&popup=true,110007385409,ONEOK ,OFS GPRP Maysville,MAYSVILLE,OK,73057,,GARVIN COUNTY,34.8191778,-97.4426583,Natural Gas Processing," 120,332 "," 100,205 ", -   ," 85,858 "," 20,077 ", 49 
1006316,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006316&ds=E&et=&popup=true,110071161264,ONEOK ,OFS GPRP Woodward Gas Plant,Woodward,OK,73801,,WOODWARD COUNTY,36.4414,-99.4775,Natural Gas Processing," 38,198 "," 27,507 ", -   ," 25,979 "," 10,676 ", 15 
1013955,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013955&ds=E&et=&popup=true,,ONEOK ,ORM GPRP Demicks Lake Gas Plant,Keene,ND,58847,11242 33rd St NW,,47.89062895,-102.9934405,Natural Gas Processing," 62,949 "," 61,093 ", -   ," 50,426 "," 1,822 ", 34 
1012616,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1012616&ds=E&et=&popup=true,110070082404,ONEOK ,ORM GPRP Lonesome Creek Gas Plant,Alexander,ND,58831,2479 138th Avenue NW,MCKENZIE COUNTY,47.772971,-103.540456,Natural Gas Processing," 31,793 "," 30,509 ", -   ," 25,370 "," 1,267 ", 17 
1013726,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013726&ds=E&et=&popup=true,,ONEOK ,OWT CS Ector County Compressor Station,Goldsmith,TX,79741,2299 S FM 1936,,31.847557,-102.445737,Midstream and Gas Transmission," 28,306 "," 20,309 ", -   ," 20,328 "," 7,986 ", 11 
1013730,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013730&ds=E&et=&popup=true,,ONEOK ,OWT CS Future Site Compressor Station,South Plains,TX,79258,673 CR 189,,34.23105028,-101.2753873,Midstream and Gas Transmission," 56,170 "," 20,320 ", -   ," 20,338 "," 35,838 ", 11 
1003671,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003671&ds=E&et=&popup=true,110006044921,ONEOK ,VGT CS 2207,ADA,MN,56510,1611 COUNTY HWY 142,NORMAN COUNTY,47.2396,-96.524,Midstream and Gas Transmission," 18,305 "," 14,337 ", -   ," 14,347 "," 3,961 ", 8 
1003681,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003681&ds=E&et=&popup=true,110071161917,ONEOK ,WTX - CS Red River CS No. 1 (Wheeler),WHEELER,TX,79096,,WHEELER COUNTY,35.4144,-100.2286,Midstream and Gas Transmission," 34,320 "," 27,449 ", -   ," 27,473 "," 6,856 ", 15 
1003682,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003682&ds=E&et=&popup=true,110071162449,ONEOK ,WTX - CS Red River CS No. 2 (Lamesa),LAMESA,TX,79331,,DAWSON COUNTY,32.7047222,-102.1805556,Midstream and Gas Transmission," 36,180 "," 31,555 ", -   ," 31,586 "," 4,608 ", 18 
1004906,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004906&ds=E&et=&popup=true,110043800599,"ONEOK, Transcanada",Northern Border Pipeline Clark CS#10,Clark,ND,57225,15990 421st Avenue,CLARK COUNTY,45.06741,-97.797409,Midstream and Gas Transmission," 112,361 "," 112,091 ", -   ," 112,206 ", 207 , 63 
1004908,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004908&ds=E&et=&popup=true,110071160098,"ONEOK, Transcanada",Northern Border Pipeline Estelline CS#11,Estelline,ND,57234,18743 470th Avenue,HAMLIN COUNTY,44.586185,-96.89945,Midstream and Gas Transmission," 104,468 "," 103,740 ", -   ," 103,847 ", 670 , 58 
1006368,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006368&ds=E&et=&popup=true,110037365525,"ONEOK, Transcanada",Northern Border Pipeline Garvin CS#12,GARVIN,MN,56132,1270 260th Avenue,LYON COUNTY,44.235314,-95.775103,Midstream and Gas Transmission," 108,551 "," 108,167 ", -   ," 108,278 ", 324 , 61 
1004912,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004912&ds=E&et=&popup=true,110035967718,"ONEOK, Transcanada",Northern Border Pipeline Glen Ullin CS#6,GLEN ULLIN,ND,58631,4090 62ND AVE,MORTON COUNTY,46.821001,-101.758272,Midstream and Gas Transmission," 110,346 "," 109,222 ", -   ," 109,333 "," 1,063 ", 61 
1005011,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005011&ds=E&et=&popup=true,110035986519,"ONEOK, Transcanada",Northern Border Pipeline Manning CS#5,MANNING,ND,58642,10510 11TH ST SW,DUNN COUNTY,47.251575,-102.717303,Midstream and Gas Transmission," 102,752 "," 102,286 ", -   ," 102,391 ", 409 , 57 
1004771,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004771&ds=E&et=&popup=true,110071160243,"ONEOK, Transcanada",Northern Border Pipeline Saint Anthony CS#7,ST. ANTHONY,ND,58566,6245 COUNTY RD 81,MORTON COUNTY,46.509493,-100.798121,Midstream and Gas Transmission," 105,112 "," 104,494 ", -   ," 104,601 ", 560 , 59 
1004917,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004917&ds=E&et=&popup=true,110063148990,"ONEOK, Transcanada",Northern Border Pipeline Trimont CS#13,TRIMONT,MN,56176,1890 60TH AVENUE,MARTIN COUNTY,43.76051,-94.75427,Midstream and Gas Transmission," 105,213 "," 104,467 ", -   ," 104,574 ", 688 , 59 
1004922,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004922&ds=E&et=&popup=true,110071160730,"ONEOK, Transcanada",Northern Border Pipeline Wetonka CS#9,Westport,ND,57481,36997 128TH Street,BROWN COUNTY,45.632989,-98.656073,Midstream and Gas Transmission," 111,478 "," 109,789 ", -   ," 109,900 "," 1,628 ", 62 
1004858,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004858&ds=E&et=&popup=true,110004068160,"ONEOK, Transcanada",Northern Border Pipeline Zeeland CS#8,ZEELAND,ND,58581,9305 28TH AVENUE SOUTHEAST,MCINTOSH COUNTY,46.0666,-99.7967,Midstream and Gas Transmission," 111,644 "," 110,865 ", -   ," 110,979 ", 717 , 62 
1005045,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005045&ds=E&et=&popup=true,110043790715,Oneok (80%); Phillips 66 (10%); Spectra Energy (10%),MBI NGLP Mont Belvieu Plant,Mont Belvieu,TX,77580,9900 FM1942,CHAMBERS COUNTY,29.848405,-94.890932,Natural Gas Processing," 226,024 "," 225,716 ", -   ," 224,953 ", 182 , 127 
1000052,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000052&ds=E&et=&popup=true,110012547431,Onward Energy (50%); Salt River Project Agricultural Improvement & Power District (50%),Mesquite Generating Station,ARLINGTON,AZ,85322,37625 W ELLIOT RD,Maricopa,33.3451,-112.8638,Natural Gas Power Generation," 2,762,844 "," 2,760,039 ", -   ,," 1,280 "," 1,525 "
1007348,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007348&ds=E&et=&popup=true,110000599629,Optimus Steel ,Optimus Steel LLC,VIDOR,TX,77662,100 OLD HIGHWAY 90 WEST,ORANGE COUNTY,30.082397,-94.074476,Iron and Steel," 81,708 "," 81,653 ", -   ," 53,125 ", 25 , 30 
1006890,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006890&ds=E&et=&popup=true,110057491619,Oq ,OQ CORP BAY CITY PLANT,BAY CITY,TX,77414,2001 FM 3057,MATAGORDA COUNTY,28.8692,-96.00704,Chemicals," 378,063 "," 377,270 ", -   ," 378,063 ", 279 , 514 
1005524,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1005524&ds=E&et=&popup=true,110043815529,Orange County North Carolina ,Orange County Regional Landfill,Chapel Hill,NC,27516,1514 Eubanks Road,ORANGE COUNTY,35.9711,-79.0819,Municipal Landfill," 23,920 ",, -   ,," 23,920 ",
1008215,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1008215&ds=E&et=&popup=true,110041184697,Orange County Utilities - Solid Waste Div ,ORANGE COUNTY LANDFILL,ORLANDO,FL,32829,5901 YOUNG PINE RD,ORANGE COUNTY,28.48079,-81.21875,Municipal Landfill," 167,443 ",, -   ,," 167,443 ",
1012932,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1012932&ds=E&et=&popup=true,110070059987,Oregon Clean Energy Center (50%); Oregon Clean Energy Center (50%),Oregon Clean Energy Center,Oregon,OH,43616,816 North Lallendorf Road,LUCAS COUNTY,41.6669,-83.44879,Natural Gas Power Generation," 2,090,970 "," 2,088,846 ", -   , 620 , 969 ," 1,155 "
1004658,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004658&ds=E&et=&popup=true,110071159298,Oregon State Board Of Higher Education ,OREGON STATE UNIVERSITY,CORVALLIS,OR,97331,100 Oak Creek Building,BENTON COUNTY,44.564272,-123.278594,Universities," 34,903 "," 34,867 ", -   ," 34,903 ", 17 , 20 
1011200,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1011200&ds=E&et=&popup=true,110037374640,Origin Mining Co ,Mineral Park Mine,Golden Valley,AZ,86413,8275 North Mineral Park Road,MOHAVE COUNTY,35,-114,Manufacturing, 133 , 132 , -   , 133 , 0 , 0 
1003790,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003790&ds=E&et=&popup=true,110032895357,Orion Engineered Carbons ,Belpre Carbon Black Plant,Belpre,OH,45714,11135 State Route 7,WASHINGTON COUNTY,39.30487,-81.56691,Chemicals," 171,482 "," 171,474 ", -   ," 7,966 ", 4 , 4 
1003533,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003533&ds=E&et=&popup=true,110041008101,Orion Engineered Carbons ,Borger Carbon Black Plant,Borger,TX,79007,9440 FM 1559,HUTCHINSON COUNTY,35.665695,-101.43327,Chemicals," 204,782 "," 204,726 ", -   ," 54,025 ", 26 , 30 
1003781,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003781&ds=E&et=&popup=true,110000463944,Orion Engineered Carbons ,Orange Carbon Black Plant,Orange,TX,77632,1513 Echo Road,ORANGE COUNTY,30.153872,-93.727108,Chemicals," 188,932 "," 188,919 ", -   ," 12,091 ", 6 , 7 
1007626,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007626&ds=E&et=&popup=true,110071161268,Orion Engineered Carbons ,"Orion Engineered Carbons, LLC.",FRANKLIN,LA,70538,7005 SH83 S,ST. MARY PARISH,29.734346,-91.482148,Chemicals," 194,008 "," 194,005 ", -   ," 3,418 ", 2 , 2 
1001472,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001472&ds=E&et=&popup=true,110070835005,Orlando Utilities Commission (Inc) ,Curtis H. Stanton Energy Center,ORLANDO,FL,32831,5100 S ALAFAYA TRAIL,Orange,28.4836,-81.1686,Coal Power Generation," 4,457,156 "," 4,429,469 "," 18,483 ",," 10,231 "," 17,457 "
1006591,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1006591&ds=E&et=&popup=true,110064651283,Orlando Utilities Commission (Inc) ,Indian River (683),TITUSVILLE,FL,32780,7800 SOUTH US HWY,Brevard,28.4933,-80.7825,Natural Gas Power Generation," 53,731 "," 53,676 ", -   , 507 , 25 , 30 
1011451,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1011451&ds=E&et=&popup=true,110071160927,Osaka Gas Energy America ,Marianas Energy Company,Piti,GU,96915,180 Cabras Highway,GUAM,13.463579,144.678216,Power Generation - Oil and Other Fuel," 282,195 "," 281,265 ", -   ," 282,195 ", 275 , 656 
1007825,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007825&ds=E&et=&popup=true,110070748639,Osaka Gas Energy America ,Michigan Power Limited Partnership,LUDINGTON,MI,49431,5795 WEST SIXTH ST,Mason,43.94,-86.4247,Natural Gas Power Generation," 545,942 "," 545,387 ", -   ," 7,076 ", 253 , 302 
1013223,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013223&ds=E&et=&popup=true,110070236290,Osaka Gas Usa (49.5%); Opc Power Ventures (26%); Ullico Infrastructure Master Fund (13.7%); Victor Rhino Holdings Ii (10.79%),CPV Towantic Energy Center,Oxford,CT,06478,16 Woodruff Hill Road,NEW HAVEN COUNTY,41.479021,-73.12118,Natural Gas Power Generation," 1,730,760 "," 1,728,953 ", -   , 202 , 825 , 983 
1013577,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013577&ds=E&et=&popup=true,110064823721,Osaka Gas Usa (50%); Cpv Fairview Cpv Fairview (25%); Cpv Power Holdings (25%),CPV Fairview Energy Center LLC,Johnstown,PA,15909,2862 William Penn Ave,CAMBRIA COUNTY,40.4152,-78.86079,Natural Gas Power Generation," 2,619,793 "," 2,617,107 ", -   ," 2,764 "," 1,225 "," 1,460 "
1012564,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1012564&ds=E&et=&popup=true,110071162307,Osco Industries ,"OSCO Industries, Inc. Jackson Division",Jackosn,OH,45640,165 Athens Street,JACKSON COUNTY,39.057751,-82.635408,Metals," 25,358 "," 25,218 ", -   ," 25,358 ", 52 , 89 
1014070,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1014070&ds=E&et=&popup=true,,Otter Tail ,Astoria Station,Astoria,SD,57213,19333 482 Ave,,44.58012141,-96.5614106,Natural Gas Power Generation," 99,985 "," 99,884 ", -   , 28 , 46 , 55 
1000118,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1000118&ds=E&et=&popup=true,110038098769,Otter Tail ,Solway Plant,SOLWAY,MN,56678,7707 CENTERLINE ROAD NW,Beltrami,47.5444,-95.1297,Natural Gas Power Generation," 48,087 "," 48,038 ", -   , 1 , 23 , 27 
1007420,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007420&ds=E&et=&popup=true,110071160210,Otter Tail (35%); Northern Municipal Power Agency (30%); Mdu Resources Group (25%); Northwestern (10%),Coyote,BEULAH,ND,58523,6240 13TH ST SW,Mercer,47.2217,-101.8139,Coal Power Generation," 2,550,635 "," 2,531,392 ", -   ," 2,169 "," 7,038 "," 12,205 "
1001027,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1001027&ds=E&et=&popup=true,110070834568,Otter Tail (53.9%); Northwestern (23.4%); Mdu Resources Group (22.7%),Big Stone,BIG STONE CITY,SD,57216,48450 144TH ST,Grant,45.3047,-96.5103,Coal Power Generation," 2,188,991 "," 2,171,850 ", -   ," 3,284 "," 6,269 "," 10,872 "
1002609,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002609&ds=E&et=&popup=true,110002456967,Ottumwa-Wapello Solid Waste Commission ,OTTUMWA / WAPELLO COUNTY SANITARY LANDFILL,OTTUMWA,IA,52501,13277 165TH AVENUE,WAPELLO COUNTY,41.080712,-92.475185,Municipal Landfill," 39,141 ", 28 , -   , 28 ," 39,113 ",
1010763,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010763&ds=E&et=&popup=true,110070881484,Outokumpu Stainless ,"Outokumpu Stainless USA, LLC",Calvert,AL,36513,1 ThyssenKrupp Drive,MOBILE COUNTY,31.1522,-87.9858,Iron and Steel," 174,128 "," 174,049 ", -   ," 76,563 ", 36 , 43 
1013689,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013689&ds=E&et=&popup=true,110070716091,Outrigger Energy Ii ,Makena Gas Plant,Briggsdale,CO,80611,,WELD COUNTY,40.630148,-104.260187,Natural Gas Processing," 46,266 "," 45,229 ", -   ," 22,822 "," 1,023 ", 13 
1009616,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1009616&ds=E&et=&popup=true,110009453251,Owens Corning ,"Fiberteq, LLC",Danville,IL,61834,3650 Southgate Drive,VERMILION COUNTY,40.10824,-87.53822,Minerals," 30,750 "," 30,718 ", -   ," 30,750 ", 15 , 17 
1004852,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004852&ds=E&et=&popup=true,110000374782,Owens Corning ,OWENS CORNING - JACKSON TN,JACKSON,TN,38301,1167 LOWER BROWNSVILLE RD.,MADISON COUNTY,35.63379,-88.91192,Minerals," 42,334 "," 42,297 ", -   ," 35,325 ", 17 , 20 
1002129,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002129&ds=E&et=&popup=true,110000324168,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - DELMAR",FEURA BUSH,NY,12067,1277 FEURA BUSH ROAD,ALBANY COUNTY,42.583541,-73.867541,Minerals," 45,363 "," 45,318 ", -   ," 43,816 ", 21 , 24 
1002221,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002221&ds=E&et=&popup=true,110070819619,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - FAIRBURN",FAIRBURN,GA,30213,7000 MCLARIN ROAD,FULTON COUNTY,33.54292,-84.61327,Minerals," 26,617 "," 26,591 ", -   ," 25,568 ", 12 , 14 
1013294,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1013294&ds=E&et=&popup=true,110069326688,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - JOPLIN",Joplin,MO,64804,1983 State Line Road,JASPER COUNTY,37.074693,-94.617857,Minerals," 46,181 "," 45,939 ", -   ," 46,181 ", 90 , 153 
1002143,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002143&ds=E&et=&popup=true,110000445643,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - KANSAS CITY",KANSAS CITY,KS,66115,300 SUNSHINE ROAD,WYANDOTTE COUNTY,39.14658,-94.61474,Minerals," 52,706 "," 52,655 ", -   ," 49,290 ", 23 , 28 
1002145,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002145&ds=E&et=&popup=true,110000498710,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - NEWARK",NEWARK,OH,43055,400 CASE AVE.,LICKING COUNTY,40.0697,-82.40188,Minerals," 47,135 "," 47,087 ", -   ," 46,300 ", 22 , 26 
1002019,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1002019&ds=E&et=&popup=true,110000457087,Owens Corning ,"OWENS CORNING INSULATING SYSTEMS, LLC - WAXAHACHIE",WAXAHACHIE,TX,75165,3700 N. INTERSTATE HWY. 35E,ELLIS COUNTY,32.44126,-96.85039,Minerals," 51,893 "," 51,841 ", -   ," 50,488 ", 24 , 28 
1010899,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1010899&ds=E&et=&popup=true,110022334375,Owens Corning ,Owens Corning,Aiken,SC,29801,2648 Wagener Road,AIKEN COUNTY,33.54813,-81.6655,Minerals," 27,156 "," 27,128 ", -   ," 27,156 ", 13 , 15 
1003520,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003520&ds=E&et=&popup=true,110000465773,Owens Corning ,Owens Corning - Amarillo Plant,Amarillo,TX,79118,1701 West Loop 335 S,RANDALL COUNTY,35.1154,-101.8569,Minerals," 73,989 "," 73,918 ", -   ," 68,195 ", 32 , 38 
1007952,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007952&ds=E&et=&popup=true,110043972564,Owens Corning ,"Owens Corning Vitrotex, LLC",Starr,SC,29684,4837 Highway 81 South,ANDERSON COUNTY,34.43545,-82.66158,Minerals," 28,564 "," 28,540 ", -   ," 22,865 ", 11 , 13 
1004660,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004660&ds=E&et=&popup=true,110017989863,Owens Corning ,PITTSBURGH CORNING CORPORATION,SEDALIA,MO,65301,2700 W. 16TH ST.,PETTIS COUNTY,38.69892,-93.26053,Minerals," 33,437 "," 33,405 ", -   ," 30,532 ", 15 , 17 
1007883,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1007883&ds=E&et=&popup=true,110017408287,Owens Corning ,THERMAFIBER INC,WABASH,IN,46992,3711 W. MILL ST,WABASH COUNTY,40.796213,-85.860415,Minerals," 22,293 "," 22,169 ", -   ," 22,293 ", 46 , 78 
1003930,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1003930&ds=E&et=&popup=true,110043815495,Owensboro Grain Holding Co ,OWENSBORO GRAIN CO,OWENSBORO,KY,42302,822 EAST SECOND STREET,DAVIESS COUNTY,37.77543,-87.10257,Manufacturing," 63,731 "," 63,666 ", -   ," 63,731 ", 30 , 35 
1004816,https://ghgdata.epa.gov/ghgp/service/facilityDetail/2022?id=1004816&ds=E&et=&popup=true,110070117691,Ox Paperboard ,OX PAPERBOARD LLC,HALLTOWN,WV,25423,164 EYSTER ROAD,JEFFERSON COUNTY,39.313611,-77.798056,Pulp and Paper - Other," 10,330 "," 10,320 ", -   ," 10,330 ", 5 , 6 
