field_1,Applicant Name,Alias,Well Name,Project Name,Company website,Document Website,Well Applications,EPA Region,Well Class,Well Type,State,County/Parish,Latitude,Longitude,Lambert X (1927 LAMBERT COORDINATE STANDARD),Lambert Y (1927 LAMBERT COORDINATE STANDARD),Location,Comments,Injection Rate,Years,Total Volume,New Louisiana Well No,NDIC File No.,Louisiana Well No,API,UIC Application Num,Approval Ownership,Well Number,Permit Status,Application Received Date,NOD 1 Sent,NOD 1 Response Rec'd,NOD 2 Sent,NOD 2 Response Rec'd,NOD 3 Sent,NOD 3 Response Rec'd,Completeness Review - Estimated Date,Completeness Review - Actual Date,RAI 1 Sent,RAI 1 Response Rec'd,RAI 2 Sent,RAI 2 Response Rec'd,RAI 3 Sent,RAI 3 Response Rec'd,RAI 4 Sent,RAI 4 Response Rec'd,RAI 5 Sent,RAI 5 Response Rec'd,RAI 6 Sent,RAI 6 Response Rec'd,RAI 7 Sent,RAI 7 Response Rec'd,RAI 8 Sent,RAI 8 Response Rec'd,RAI 9 Sent,RAI 9 Response Rec'd,RAI 10 Sent,RAI 10 Response Rec'd,Technical Review  - Estimated Date,Technical Review - Actual Date,On Hold Start Date,On Hold End Date,Draft Permit- Estimated Date,Draft Permit - Actual Date,Public Comment  Period - Estimated Date,Public Comment Period - Actual Date,Final Permit Decision- Estimated Date,Final Permit Decision- Actual Date,2nd Public Comment Period - Estimated,2nd Public Comment Period - Actual,2nd Prepare Final Permit Decision - Estimated,2nd Prepare Final Permit Decision - Actual,Application Received by State,Declared Administratively Complete by State,start of State Technical Review,layer,path
,"River Parish Sequestration, Llc",Blue Sky Infrastructure,Rps-2-Inj,River Parish Sequestration -RPS 1&2,https://blueskyinfrastructure.com/,,"2",,VI,Geologic Sequestration,Louisiana,,,,,,,"Invoice No. 1290657 - Mja/Eng 5/22/24
Dnrco0000014
Expedited Review Approved Dnrms1000549 - Mba",,,,,,,,45068,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"River Parish Sequestration, Llc",Blue Sky Infrastructure,Rpn-1-Inj,River Parish Sequestration - RPN 1,https://blueskyinfrastructure.com/,,        1,,VI,Strat Test,Louisiana,ASCENSION,,,2085608,522238,"Proposed Injection Well No. Rpn-1-Inj Surface Location Is North 09°08'30"" West, 35,169.36' From N.G.S Monument ""K 228"" (P.I.D Bj2052)","Expedited Review Approved - Dnrms1000549 - Mba
Invoice #",,,,,,,,45407,Louisiana,,,8/2/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"River Parish Sequestration, Llc",Blue Sky Infrastructure,Rpn-2-Inj,River Parish Sequestration - RPN 2,https://blueskyinfrastructure.com/,,        1,,VI,Strat Test,Louisiana,ASCENSION,,,2100740,498059,"Proposed Injection Well No. Rpn-2-Inj Surface Location Is North 42°09'08"" East 14,222.20' From N.G.S Monument ""K 228"" (P.I.D Bj2052)","Expedited Review Approved - Dnrms1000549 - Mba
Uic-25 Strat Test New Drill 
Invoice #",,,,,,,,45408,Louisiana,,,8/2/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Shell Us Gas & Power Llc,Shell,Soterra,El Camino,https://www.shell.com/what-we-do/carbon-capture-and-storage.html,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975985,     IF 1-1,,V,Strat Test,Louisiana,SAINT HELENA,,,2191357,732073,"From Ngs Monument ""Star Az Mk"" Go S 25 Degrees 15' 27"" E 51,169.04' To Location In Sec 29, T04S-R05E, St. Helena Parish, Louisiana.","Uic-42 Receive Via Fedex 9/6/2023  --Gr
Proof Of Publication Received Via Fed Ex On 10/12/2022 
Uic-25 Stratigraphic Test Hardcopy Received 10/10/2022 Rmri
Invoice # 1255965
Uic-25 Stratigraphic Test Class V Well Permit Application Received Via Sonris File Upload 9/16/22. - Bjm",,,,976005,,976005,17091880040000,43555,Louisiana,,,9/16/2022,,,,,,,,2/10/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Shell Us Gas & Power Llc,Shell,Soterra,El Camino,https://www.shell.com/what-we-do/carbon-capture-and-storage.html,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975985,     IF 1-1,,V,Strat Test,Louisiana,SAINT HELENA,,,2165323,742846,"From The Ngs Monument ""Star Az Mk"" Go S 06 Degrees 44' 53"" W 35,752.22' To Location In Sec. 39, T04S-R04E, St. Helena Parish , Louuisiana.","Uic-42 Received Via Fed Ex, Placed In Hhh Mailbox On 05/05/2023 Rmri
Amended Procedure To Perform Surface Casing Cement Remediation Approved 12/29/22- Hhh
Proof Of Publication Received Via Fed Ex On 10/12/2022 
Uic-25 Stratigraphic Test Hardcopy Received 10/10/2022 Rmri
Invoice # 1255965
Uic-25 Stratigraphic Test Class V Well Permit Application Received 9/16/22 Via Sonris File Upload. -Bjm",,,,975985,,975985,17091880030000,43556,Louisiana,,,9/16/2022,,,,,,,,12/8/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Shell Us Gas & Power Llc,Shell,Soterra,El Camino,https://www.shell.com/what-we-do/carbon-capture-and-storage.html,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975985,     IF 1-1,,VI,Geologic Sequestration,Louisiana,SAINT HELENA,,,2165323,742846,"From The Ngs Monument ""Star Az Mk"" Go S 06 Degrees 44' 53"" W 35,752.22' To Location In Sec. 39, T04S-R04E, St. Helena Parish , Louuisiana.","Invoice No. 1290571
Dnrco0000007
*Need To Update Classification And Well Class Type*",,,,,,975985,17091880030000,45042,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Shell Us Gas & Power Llc,Shell,Soterra,El Camino,https://www.shell.com/what-we-do/carbon-capture-and-storage.html,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975985,     IF 1-1,,VI,Geologic Sequestration,Louisiana,SAINT HELENA,,,2191357,732073,"From Ngs Monument ""Star Az Mk"" Go S 25 Degrees 15' 27"" E 51,169.04' To Location In Sec 29, T04S-R05E, St. Helena Parish, Louisiana.","Invoice No. 1290571
Dnrco0000007
*Need To Update Well Classification And Class Type*",,,,,,976005,17091880040000,45043,Louisiana,,,2/5/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Verde Co2 Ccs, Llc",Verde CO2,Soliel,Donaldsonville,https://www.verdeco2.com/,,        1,,V,Strat Test,Louisiana,ASCENSION,,,2115602,511782,"From The Ngs Monument ""Donaldsonville"" Go S 28 Degrees 11' 41'' E 13,930.13' To Location In Sec 32, T11S-R15E In Ascension Parish","Invoice 1272173
Uic-25 Strat Test New Drill -Pbc 6/27/23",,,,,,,,44293,Louisiana,,,6/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Whitetail Operators Llc,Strategic Biofuels,Louisiana Green Fuels,LGF Columbia,https://strategicbiofuels.com/,https://ucmwww.dnr.state.la.us/ucmsearch/FindDocuments.aspx?idx=xwellserialnumber&val=975841,        1,,V,Strat Test,Louisiana,CALDWELL,,,2126432,548897,"6205 Feet West And 887 Feet North Of The Southeast Corner Of Section 44, T14N-R4E, Caldwell Parish, Louisiana","Uic-42 Received 7/19/21; Placed In Mailbox For Byron For Review- 7/19/2021 Jb",,,,975841,,975841,17021880180000,42386,Louisiana,,,2/26/2021,,,,,,,,5-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Frontier Carbon Solutions,Frontier Carbon Solutions,Frontier J 1-15,Sweetwater Carbon Storage Hub,,,,,VI,Geologic Sequestration,Wyoming,,"41.6257","-110.054",,,,,,,,,,,,,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Frontier Carbon Solutions,Frontier Carbon Solutions,Frontier LCS 1-23 ,Sweetwater Carbon Storage Hub,,,,,VI,Geologic Sequestration,Wyoming,,"41.6198","-110.0219",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Frontier Carbon Solutions,Frontier Carbon Solutions,Frontier AN 1-26,Sweetwater Carbon Storage Hub,,,,,VI,Geologic Sequestration,Wyoming,,"41.5954","-110.0342",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Frontier Carbon Solutions,Frontier Carbon Solutions,Frontier M-1 ,Sweetwater Carbon Storage Hub,,,,,VI,Monitor,Wyoming,,"41.5901","-110.0322",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,TB Leingang 1 ,Summit Carbon Storage #1,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.033214","-101.745475",,,,,,,,,40158,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,TB Leingang 2,Summit Carbon Storage #1,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.032939","-101.745481",,,,,,,,,40178,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,Milton Flemmer 1,Summit Carbon Storage #1,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,North Dakota,,"46.994917","-101.792939",,,,,,,,,38594,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,BK Fischer 1,Summit Carbon Storage #2,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.108453","-101.808619",,,,,,,,,40124,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,BK Fischer 2,Summit Carbon Storage #2,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.108453","-101.808219",,,,,,,,,40125,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,Archie Erickson 2,Summit Carbon Storage #2,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,North Dakota,,"47.128269","-101.782453",,,,,,,,,38622,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,KJ Hintz 1 ,Summit Carbon Storage #3,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.124661","-101.597686",,,,,,,,,40127,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,KJ Hintz 2 ,Summit Carbon Storage #3,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,North Dakota,,"47.124386","-101.597689",,,,,,,,,40128,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Summit Carbon Solutions,Summit Carbon Solutions,Slash Lazy H 5 ,Summit Carbon Storage #3,https://summitcarbonsolutions.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,North Dakota,,"47.151633","-101.620606",,,,,,,,,38701,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Casper Carbon Capture, LLC",Live Oak Environmental,Falls Ranch #1 ,Casper Carbon Storage Hub,https://www.liveoakenviro.com/operations,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"42.8134","-106.1429",,,,,,,,,,,,,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,"Casper Carbon Capture, LLC",Live Oak Environmental,Injector,Casper Carbon Storage Hub,https://www.liveoakenviro.com/operations,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"42.8212118","-106.1999221",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Juniper I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.055976","-104.272853",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Azalea I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.101266","-104.334272",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Cypress I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.086491","-104.214625",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Barberry I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.135708","-104.251332",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Old Barberry I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.200677","-104.144977",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Spirea I-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Geologic Sequestration,Wyoming,,"41.052367","-104.424469",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Juniper M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.05596","-104.271944",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Azalea M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.101258","-104.333361",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Cypress M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.086486","-104.213715",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Barberry M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.135701","-104.25042",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Old Barberry M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.200623","-104.144074",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tallgrass Energy,Tallgrass Energy,Spirea M-1,Eastern Wyoming Sequestration Hub,https://tallgrass.com/,https://deq.wyoming.gov/water-quality/groundwater/uic/class-vi/,,,VI,Monitor,Wyoming,,"41.052315","-104.423568",,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,,,,,,,,,,,,,,,,,,,,,,,,,,,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well Database,file:///C:/Users/AmmarYousaf/Fiver/Potato_Map/Well%20Database.csv?type=csv&maxFields=10000&detectTypes=yes&xField=Longitude&yField=Latitude&crs=EPSG:4326&spatialIndex=no&subsetIndex=no&watchFile=no
,Tenaska,Tenaska,LL#1,Longleaf CCS Hub,https://longleafccs.com/,https://udr.epa.gov/ords/uicdr/r/uicdr_ext/uicdr-pub/repository-1-details?p15_project_id=137&clear=15&session=10971593252539&cs=3NsPd1-t5kTsLDtwjpbcQS8YA0-KRbmcA0LwTdkGUE-21hOrHtbb3-RtEdlecoApsH8kS2M74oLHnF8JBbnSChA,"4",4,VI,Geologic Sequestration,Alabama,Mobile,,,,,,,,,,,,,,,US EPA,,Pending,5/5/2023,6/8/2023,6/24/2023,8/31/2023,9/12/2023,"-","-","-",11/2/2023,3/21/2024,4/22/2024,7/10/2024,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",4/20/2025,"-","-","-",6/19/2025,"-",8/3/2025,"-","-","-","-","-","-","-",,,,WellData_Losiana,C:/Users/AmmarYousaf/Fiver/Potato_Map/WellData_Losiana.geojson
