Data Center Name,Address Name ,Street Number ,Street Name,Zip code,City,State ,Lattitude,Longitude,Description,,,,
LOGIX FIBER NETWORKS Austin,LOGIX FIBER NETWORKS,1905,E. 6th Street,78702,Austin,Texas,30,-97.72217942,"LOGIX FIBER NETWORKS' Austin Data Center is a unique, world-class data facility strategically positioned east of Austin's central business district. Located on East 6th Street, it features a multiple carrier Internet backbone, dual backup power supplies, several gigabits of local loop to the Internet, state-of-the-art environmental controls, and numerous security systems.
Our Austin data center features dual power service, 2,000 KVA transformers and a back-up diesel generator. Space is available for additional transformers to accommodate tenant's specific power requirements along with secure pad sites for additional generators.

Key Features
. Fully redundant HVAC system
. Dry pipe fire suppression with heat and smoke detection
. Industrial grade reinforced floors
. Controlled temperature and humidity
. 24x7x365 critical monitoring/disaster prevention
. 24x7x365 secure access
. Covered Loading Dock
. Hands on support


The data center has an on-site 2000 KW diesel generator, redundant facility class UPS systems, and battery backup. The electrical system capacity is 3000 AMP AC @ 480 Volts and 10,000 AMP -48 Volt DC plant with a current load of approximately 30%.

Environmental systems include pre-action fire suppression and HVAC, is engineered to N+1 standards utilizing independent condensers for each 30 ton CRAC unit. Security includes EROX card reader access, monitored by the LOGIX NOC 24x7x365. Customer may choose locking cabinets or locking cages to segregate their systems from other colocation customers. Private data suites are available, built to suit.",,,,
SDC Austin,Sabey Data Center Properties LLC,1300,Louis Henna Blvd,78664,Round Rock,Texas,30,-97.64691248,"Purpose-built data center campus with multiple buildings, with 430,000 square feet of space and a total power capacity of 84 MW.

High density cooling, supporting up to 100 KW per cabinet.",,,,
Data Foundry - Austin 1,Data Foundry,7401,East Ben White Blvd.,78741,Austin,Texas,30,-97.69461458,"Operated by Data Foundry since 2003, ADC (Austin Data Center) is a 40,000 SF data center that offers companies a host of fiber options including a managed internet offering across multiple providers. Powered by a dedicated 400 MW substation, ADC employs high level security measures, including hand key biometric access controls and a building-wide, waterless fire suppression system that is both environmentally safe and effective. Conveniently located near the Austin-Bergstrom Airport and just ten minutes from downtown Austin, ample lodging, dining and athletic amenities are located in direct proximity to ADC.

Features:
[X] 24/7 access
[X] 24/7 staff on side
[X] Remote hands available
[X] Automatic fire suppression - FM200
[X] Video surveillance
[X] Redundant Generators
[X] Redundant UPS
[X] Alarm system
[X] Redundant HVAC

Services:
Offering Colocation In:
Secure Custom Cages
1/3, 1/2, Full Locked Cabinets

Data Foundry has been providing data center outsourcing, colocation and disaster recovery services since 1994, supporting thousands of customers across a wide variety of businesses including energy, financial services, healthcare, high performance computing firms, as well as hosting service providers and technology companies.",,,,
Core Scientific Austin,Core Scientific,3301,Hibbetts Rd,78725,Austin,Texas,30,-97.66867339,"Core Scientific Austin, inaugurated in 2024, is a state-of-the-art data center occupying a sprawling 38 acres of land. Formerly an HP Data Center, it has been transformed into a modern hosting facility with a robust infrastructure. The center boasts a substantial 312,000 square feet under its roof, with a dedicated 118,000 square feet of compute space designed to meet the high demands of data processing. It is equipped with a powerful 16 MW compute power capacity to ensure uninterrupted service.

The electrical and mechanical systems are engineered for resilience, featuring Powerware UPS for backup power, and Liebert CRAHU units for advanced cooling. The facility is meticulously monitored for humidity, temperature, and potential leaks, with alarms in place to maintain optimal operating conditions. This attention to detail in design and functionality makes Core Scientific Austin a reliable and efficient choice for hosting services.",,,,
CyrusOne Austin Data Center I,CyrusOne Data Centers,7401-2,East Ben White Blvd,78741,Austin,Texas,30,-97.69501542,". 45,000 sq. ft. data center / 17,000 sq. ft. raised white floor
. SSAE 16 (SOC I type II), PCI DSS (sec 9 & 12), HIPAA, ISO 27001, FISMA, concurrently maintainable design
. High Performance Computing (HPC) capable, supports 250 wpsf with the ability to support over 1,000 wpsf
. Carrier-neutral and part of CyrusOne Texas IX (Internet Exchange)
. 100% uptime service level agreement on power
. 24×7 staffed NOCC and remote hands support
. Dedicated cages and private suite options available.",,,,
Skybox PowerCampus Austin,Skybox Datacenters,,,78634,Hutto,Texas,31,-97.54755692,"Located in the burgeoning tech landscape of Austin, Texas, Skybox PowerCampus presents a compelling colocation solution for businesses with growing IT demands. The campus design boasts high-density power capabilities and substantial scalability options to support even the most power-intensive deployments.

Companies seeking a future-proof datacenter partner within the dynamic Austin market will find PowerCampus aligns with their growth trajectory. Skybox Datacenters' commitment to operational excellence and reliable infrastructure makes this facility a reliable choice within a competitive technology ecosystem.",,,,
Rowan Moriah Campus,Rowan Digital Infrastructure,2810,Bob White Rd,76501,Temple,Texas,31,-97.29788828,"The Moriah Data Center, a pioneering project by Rowan Digital Infrastructure, is situated in the heart of Texas. Acquired in 2020, this 35-acre campus in Temple, Texas, represents Rowan's first operational asset. With a substantial 500MW capacity, the center was developed in two phases; the first phase aimed to be online by summer 2022, and the second phase reached full operational status by 2023.

Strategically located, Moriah offers competitive energy rates, benefiting from its proximity to a diverse array of fiber networks. These include Fiberlight, Level 3, Telia, Zayo, redIT, and AT&T, ensuring robust connectivity options for clients.",,,,
Data Foundry - The Data Ranch,Data Foundry,4100,Smith School Rd,78744,Austin,Texas,30,-97.7137848,"Located across 40 acres in Austin, Texas, Data Foundry's Data Ranch Campus is purpose-built to meet the evolving needs of businesses within a dynamic technology hub. The campus currently hosts the Texas 1 and Texas 2 datacenters with ample space for future development and expansion possibilities.

Businesses seeking flexible datacenter options, from individual cabinets to build-to-suit deployments, will find the Data Ranch Campus a compelling solution. Its focus on high-density power, carrier-neutral connectivity, and 24x7x365 security make it a reliable choice within the Austin market.",,,,
Cogent Data Center - Austin,"Cogent Communications, Inc.",7301,Metro Center Dr,78744,Austin,Texas,30,-97.69800739,,,,,
Prime Austin,Prime Data Centers,FM2720 & Bobwhite Rd,Bobwhite Rd,78656,Maxwell,Texas,30,-97.75430818,"Prime Data Centers is poised to establish a state-of-the-art data center campus in Caldwell County, just outside the vibrant tech hub of Austin, Texas. With an impressive investment of $1.3 billion, this ""turn-key"" campus will stretch across 206 acres along Farm to Market Road 2720, promising cutting-edge infrastructure for tech giants and startups alike. Owned by Neimann Farm Partners LP and associated with La Tierra Realty LLC, this development is set to become a cornerstone of technological advancement and economic growth in the region.",,,,
GTT Austin Data Center,GTT Communications,6200,Bridgepoint Parkway,78730,Austin,Texas,30,-97.7993535,"About One Source Networks:
One Source Networks is a leading provider of innovative, purpose-built communications solutions for the Fortune 1000. Delivering ubiquitous access to cloud-based voice, video, security and computing applications, as well as enterprise networking and infrastructure services, the company offers customizable, cost-effective and scalable solutions delivered on its fully redundant global network infrastructure with interconnection to over 200 global suppliers. The OSN difference is simplicity, cost reduction and customer service focus that delivers all solutions under one contract, one team and one invoice. One Source Networks is a two-time winner of the Inc. 500 award which highlights America´´´€š´´´€ž´s fastest-growing private companies.

About Austin Data Center:
The One Source Networks´´´€š´´´€ž´ 10,000 square foot data center in Austin, Texas is designed to grow with your business, with a range of offerings that include colocation, cloud computing, unified communications, managed servers, storage, load balancing and firewalls. The facility houses both customer and OSN infrastructure and is well-equipped to meet unique requirements, whether you are seeking a single service, management and solution design, or complete outsourcing of your IT functions. Our Austin facility is SSAE16 Type II certified and PCI compliant, and was built to meet or exceed commercial telecommunications standards worldwide for availability, integrity, and confidentiality.

Our on-site 24/7 NOC and top tier engineering team deliver world-class support to enterprises worldwide. Our engineers specialize in assessing, designing, implementing, and managing complex systems, with an emphasis on disaster preparedness and high availability. Engineers maintain core certifications in Cisco security and networking, IP Telephony, Microsoft, CommVault´ data management solutions, VMware virtualization and Dell Enterprise Storage, along with expertise and certifications in a host of supporting products and technologies.

Our Austin data center features conditioned, continuous power systems that provide multiple power phases with separate Power Distribution Units (PDUs) and N+1 Uninterruptable Power Supplies (UPSs) per phase. The facility is equipped with a 1.5 megawatt utility feed from Austin Energy that may be upgraded based upon customer requirements. Emergency power generation systems provide auxiliary power and can support the entire facility at maximum load for at least 24 hours with fuel stored on-site and refueling contracts with multiple providers to ensure uninterrupted emergency power regardless of widespread, lengthy outages. Electrical power is delivered via 110 volt or 220 volt circuits, and in 20 or 30 amp flow rates.

The Austin facility has two separate fiber entry points, so if a connection fails, neither the user experience nor the service performance will be impacted. This redundancy ensures reliable connectivity with no data transmission bottlenecks to or from the data center. The facility offers
access to four diverse fiber providers including multiple Tier 1 Internet networks. Network connectivity is delivered to customers via multiple Ethernet access feeds to allow for redundancy.

The data center cooling system consists of 100 tons of Liebert downflow cooling units, expandable to 300 tons, providing N+1 cooling capacity across the data center. All of the Computer Room Air Conditioning equipment is designed to support high-end server equipment. Steamgenerating humidifiers and electric reheat coils control humidity, and
modern Chatsworth server racks force hot air directly into the overhead plenum, virtually eliminating hot spots. The facility has a raised flooring system for enhanced air flow.

Our data center is staffed 24/7 and secured by multiple badge access doors. Only authorized OSN engineering and technical staff are allowed in the data center core and cloud services hosting areas, while customer access to the colocation areas is secured by badge and administered by our NOC staff. The data center is under 24/7 video surveillance and physical access and equipment ingress and egress are logged.

The Austin facility has a double-interlocked pre-action fire protection system designed to provide the best possible security against accidental discharge of water from the sprinklers. Water will discharge from a sprinkler only if that sprinkler has been subjected to enough heat to melt the fusible link on the water head.",,,,
Lumen Austin 1,Lumen,4207,Smith School Road,78744,Austin,Texas,30,-97.7111353,"Facility Specifications

. Total Space: 75,474 sq. ft.
. Colocation Space: 3,316 sq. ft.
. Ceiling height: 25'0""
. N+1 HVAC configuration
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures
. Dual authentication system

Network Features

. Diverse fiber connectivity
. NPA-NXX: (512)-386
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Lumen Austin 3,Lumen,500,B. Chicon Street,78702,Austin,Texas,30,-97.72305313,"Facility Specifications

. Total Space: 5,000 sq. ft.
. Colocation Space: 986 sq. ft.
. Ceiling height: 15'0""
. Available on-site parking

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (512)-457
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
American Tower EDC Austin,American Tower Corporation,1601,West 10th Street,78703,Austin,Texas,30,-97.7602727,"The American Tower Edge Data Center in Austin, TX is a local interconnection and collocation facility, providing a secure and reliable hosting environment for our customer's IT requirements. Our connectivity-enabled, multitenant, neutral-host facility is positioned to enable flexible and turnkey infrastructure environments for various use-cases.

Austin is the capital of Texas and the largest city in Travis County, with portions extending to Hays and Williamson Counties. It is the 11th-most populous city in the U.S., the fourth-most populous city in Texas, and the second-most-populous state capital city. It has a diverse mix of government employees, college students, musicians, high-tech professionals, and blue-collar workers. Austin is considered to be a major center for high tech. Thousands of graduates each year from the engineering and computer science programs at the University of Texas at Austin provide a steady source of employees who help to fuel Austin's technology and defense industry sectors. The region's rapid growth has led Forbes to rank the Austin metropolitan area number one among all big cities for jobs, and WSJ Marketwatch to rank the area number one for growing businesses.",,,,
Lumen Austin 2,Lumen,1825-,A Kramer Lane,78758,Austin,Texas,30,-97.70900126,"Facility Specifications

. Total Space: 44,984 sq. ft.
. Colocation Space: 7,150 sq. ft.
. Ceiling height: 10'0""
. N+1 HVAC configuration
. Available on-site parking
. Loading dock

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. AC and DC Power
. Generator, UPS, and battery backup

Security

. Stringent, multi-layered security control procedures
. Dual authentication system

Network Features

. Diverse fiber connectivity
. NPA-NXX: (512)-742
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Hostway Austin Waller,"Hostway Services, Inc",501,Waller,78702,Austin,Texas,30,-97.73040416,"Data Center

Two independent data centers, nearly 60,000 sq ft
Power conditioning through UPS (Uninterruptible Power Supply) and power backup
N+1 redundant HVAC system using multiple units with backup units standing by
Redundant cable routing system
Backup network equipment
Data center 1: Inergen environmentally green fire suppression system
Data center 1: Power backup provided by a 1.25MW generator being fed from a 4000 gallon diesel reservoir
Data center 2: Power backup provided by a 2MW generator fed from a 5000 gallon diesel reservoir
NOC (Network Operations Center) staffed with senior system technicians 24 x 7 x 365

Network

Multiple and redundant 10GigE core with multiple 10GigE upstreams
Built in excess capacity across the network
100% uptime guarantee
BGP4 (Border Gateway Protocol) on Brocade routers
100% switch-based GigE Ethernet using the latest Brocade and HP technologies


Security

24x7 live closed circuit TV monitoring
No outsider is allowed; Only internal systems and network administration staff have access
Complete controlled entry keycard system
Over 60 combined cameras around the data centers


Administration and Support

24 x 7 Security, technical support, and remote hands on premises
24 x 7 Network monitoring
Expertise with Windows and Linux platforms
Expertise with multiple server configurations (VPN, Load balancing, Firewalls)
Network monitoring with 24 x 7 response
Custom network monitoring with user-configurable notification
DNS management
1 Hour hardware repair SLA
Emergency patch installation",,,,
Thin-nology,Thin-nology LLC,3804,Helios Way,78660,Pflugerville,Texas,30,-97.59163506,"Austin's newest and most technically advanced Data Center offering full service capabilities that encompases everything from a single server to a full rack to a cage. With the following features.

.100% Uptime Gurantee
We are the only Data Center in the Austin area that does NOT utilize a water fire suppresant system. The Fire Suppresant system will cut off the CRAC units while the fire is estinguished but leave all power to the racks functional. The system will take one minute to are (and warn occupants) and 12 seconds to put out the fire. There is no clean up required afterwards and not damage to any equipment.

.Customized Bandwidth Solutions

We offer contracted pipe rate with burstable options or just ""open"" to the worl on a 95% model
.Backup Generation

We offer both in house and off site Backup solutions.
.Dual Fiber Internet Connections

.24/7/365 Staffed Network Operations Center

.Underground Power Supply

We are located in a new development that has underground power offered by two providers
.Managed Firewall/Content Switches

We are a Cisco house and provide services to manage all your netwrok equipment and VPN Tunnels. Our Cisco Certified engineers will take the guess work and headaches out of your life.


.Fire protection via multi-zoned gas suppressant system

We are the only Data Center in the Austin area that does NOT utilize a water fire suppresant system. The Fire Suppresant system will cut off the CRAC units while the fire is estinguished but leave all power to the racks functional. The system will take one minute to are (and warn occupants) and 12 seconds to put out the fire. There is no clean up required afterwards and not damage to any equipment.

We are far enough away to not attract atttention but close enogh to make access quick and easy. We are located within two minutes of a freeway. Just 20 miuntes from the Airport and five minutes from all the support (restautants, parts, supplies) you will need while at the Data Center.

We designed the Data Center to ensure that the temperature never fluctuates more than one degree during winter or supper. Air flow and rack designed were all modelled before the Data Center was built to ensure maximum cooling efficientcy.

CRAC units use state of the art ICOM controllers to manage themselve during the summer heat and the winter cold. They are set to email support should they determine they need service or are encountering problems.

23 camera's and live humans, along with Biometric entry systems protect the Data Center from harm 24/7/365. All tapes and other electronic records are kept for two years. Syslog systems data, is stored indefinately.

We are built for stealth. No one that tries to find our Data Center does on the first or second try. Instead of build fences for people climb over of mound of dirt for people to drive over we just built it not to look like a data center from the outside. The only way to tell we do something a little differnt that our names is the size of the power pipes and the generators that sit outside. But we could be doing any number of things that require lots of power and backup generators. However we are a Data Center.

Our owner has lots od Data Center Experience. Jon Bowling VP - Technology and owner of the Thin-nology spent nearly 30 years in the Control Room Data Centers thought the worlds refineries, petro-chemical and power plants. During that time he learned what worked and what doesn't. The advantage and disadvangtes of raised floors. The pitfalls of the hot aisle cold aisle design and the dangers of poorly defined air flows. So a lot of money was spent on things that really mattered. Consistent room temperatures though out the Data Center. Uptime in the case of Fire and other potential disaters. Equipment protecion in the event of a distaster and the delopment of sound olicies and practices for the day to day operation of the Data Center.",,,,
Hostway Austin Trade Center,"Hostway Services, Inc",6110,"Trade Center Dr
Ste 100",78744,Austin,Texas,30,-97.71633785,"Data Center

Two independent data centers, nearly 60,000 sq ft
Power conditioning through UPS (Uninterruptible Power Supply) and power backup
N+1 redundant HVAC system using multiple units with backup units standing by
Redundant cable routing system
Backup network equipment
Data center 1: Inergen environmentally green fire suppression system
Data center 1: Power backup provided by a 1.25MW generator being fed from a 4000 gallon diesel reservoir
Data center 2: Power backup provided by a 2MW generator fed from a 5000 gallon diesel reservoir
NOC (Network Operations Center) staffed with senior system technicians 24 x 7 x 365

Network

Multiple and redundant 10GigE core with multiple 10GigE upstreams
Built in excess capacity across the network
100% uptime guarantee
BGP4 (Border Gateway Protocol) on Brocade routers
100% switch-based GigE Ethernet using the latest Brocade and HP technologies

Security

24x7 live closed circuit TV monitoring
No outsider is allowed Only internal systems and network administration staff have access
Complete controlled entry keycard system
Over 60 combined cameras around the data centers


Administration and Support

24 x 7 Security, technical support, and remote hands on premises
24 x 7 Network monitoring
Expertise with Windows and Linux platforms
Expertise with multiple server configurations (VPN, Load balancing, Firewalls)
Network monitoring with 24 x 7 response
Custom network monitoring with user-configurable notification
DNS management
1 Hour hardware repair SLA
Emergency patch installation",,,,
Bestline Communications,"Bestline Communications, L.P.",1122,"Colorado St
Suite 110",78701,Austin,Texas,30,-97.74296596,,,,,
"FIBERTOWN - Bryan, Texas",FIBERTOWN,110,North Main,77803,Bryan,Texas,31,-96.3737014,"FIBERTOWN is the premier provider of Texas data center solutions, high availability colocation, and business continuity office space. With a 100% uptime SLA, FIBERTOWN houses the mission-critical
IT systems for Fortune 500 companies and smaller organizations across many industries.

The SSAE 18 compliant data centers and award-winning DR office space offer a carrier neutral, one-stop solution for best-in-class technology and amenities. With locations in both Houston and Bryan, Texas, FIBERTOWN's data centers feature a pod design for maximum efficiency, fault-tolerant 2N power and cooling, and fully redundant multi-carrier internet connectivity.",,,,
Stanton Data Center,Huntleigh Technology Group,100,N. Stanton St.,79901,El Paso,Texas,32,-106.485555,"gain access the upper floor entrance to the data center area. The main entrance to the Huntleigh Technology Group data center is key accessed and then different key access is again required to enter the Huntleigh Technology Group mantrap. Once through, and upon entering the Huntleigh Technology Group data center, additional separate key access is required to enter the data center server sector.


Customer Access

No customer access is allowed into the separate Huntleigh Technology Group telecommunication power facility area. Only Huntleigh Engineering and Technical Operations personnel have access to the data center. Customer´€™s access to their equipment is by escort only, and all customers must sign in and show acceptable ID and then sign out. Customers with access to their own equipment have individual locked cabinets.

Colocation

Huntleigh Technology Group offers data center collocation services: from hosting, to simple administration of your servers, to fully outsourced solutions that include dedicated I.T. professionals.
We backup our data center´€™s capabilities and collocation services with professional, experienced and a highly knowledgeable team of engineers, system administrators, and help desk staff.

Rack Space
To meet your specific collocation requirements, we offer 1/3, 1/2, and full racks as well as secured cages and fully enclosed cabinets.

Redundant Power Feeds
To gain another level of redundancy, Huntleigh has dual power feeds pooled to power your servers and networking equipment.

Remote Hands Service
If you need additional assistance, such as a server reboot or power cycling, our knowledgeable technicians are available to assist you anytime.

Corporate Data Center Outsourcing
We offer a complete outsourced solution where we can host your Web, application, e-mail and database servers, manage your tape back-up, and implement and manage your VPN and firewall solutions. We monitor your entire IT infrastructure, so you can focus on your strategic priorities.

Managed Firewall Services
Viruses, worms, hackers, terrorists, disgruntled employees, or any intruder attacks will have a hard time getting past the firewall that´€™s protecting your network.

Managed VPN Services
With Huntleigh´€™s VPN solution, you can increase the security of remote communications without increasing your costs in the process.

Disaster Recovery Services
Many companies have trusted Huntleigh to provide Disaster Recovery, Managed Internet and Data Center services. Find out why you should, too.",,,,
MDC El Paso - ELP1,MDC Data Centers,11455,Cedar Oak Dr,79936,El Paso,Texas,32,-106.3099487,"Beyond Colocation
You get everything you need to extend your network cost-effectively: reliable colocation, carrier-neutral interconnection, internet exchange, and international fiber crossing.


100% Carrier-Neutral
Carrier neutrality allows you to have more control over your business and interconnection services. We don't compete with you; we facilitate your growth.


Enhanced Connectivity
Get increased redundancy and improve your network performance by connecting through private interconnection, public peering or international fiber crossing.


Business Advocacy
Find the anchor customer for your business case or build a more effective solution with support of our team of experts and the Marketplace.",,,,
Flō Networks El Paso,Flo Networks,500,W Overland Avenue,79901,El Paso,Texas,32,-106.49317,,,,,
Lumen El Paso 2,Lumen,201,"E Main Drive
4th Floor",79901,El Paso,Texas,32,-106.4883922,"Facility Specifications

. Total Space: 3,810 sq. ft.
. Colocation Space: 652 sq. ft.
. Ceiling height: 15'0""
. Available on-site parking
. Freight elevator

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (801)-531
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Lumen El Paso 1,Lumen,501,W. Overland,79936,El Paso,Texas,32,-106.493559,"Facility Specifications

. Total Space: 20,000 sq. ft.
. Colocation Space: 6,071 sq. ft.
. Ceiling height: 12'6""
. N+1 HVAC configuration
. Available on-site parking

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (915)-532
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Chase Tower El Paso,Unknown Company,201,E Main Drive,79901,El Paso,Texas,32,-106.4883515,,,,,
Optiquest Datacenter,Optimum Computer Solutions (OCS),780,Westridge Rd,77380,The Woodlands,Texas,30,-95.45391993,"Features:
[ ] 24/7 access
[X] 24/7 staff on side
[ ] 24/7 security guard(s)
[X] Remote hands available
[X] Video surveillance
[X] Cleaner Propane Generator
[X] UPS Every Rack
[X] Alarm system
[X] Aircondition
[X] Security Gates

Services:
[ ] Rental of suites/rooms
[ ] Rental of cages
[ ] Rental of foot prints
[X] Rental of racks
[X] Hosting of individual servers
[X] Dedicated servers
[ ] Virtual servers
[ ] Office space

Currently ATT, Level3, Cogent",,,,
Lumen Lubbock 1,Lumen,1502,Ave. N,79479,Lubbock,Texas,34,-101.8516498,"Facility Specifications

. Total Space: 5,000 sq. ft.
. Colocation Space: 1,705 sq. ft.
. Ceiling height: 15'0""
. N+1 HVAC configuration
. Available on-site parking

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (806)-744
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
Reese Data Center,Reese Data Center,9924,Reese Blvd.,79416,Lubbock,Texas,34,-102.0322042,"The Reese Data Center can provide the secure, controlled, reliable, efficient, and affordable environment that your servers, storage, and network equipment deserves. Colocation cabinets and cages can be customized to your specific needs.

At Reese Data Center, we understand you have specific needs often driven by the need for greater efficiency, security, and cost-savings. We have robust cabinet solutions to support and protect rack-mount servers, storage, and network equipment.

For the ultimate in flexibility and scalability, we can provide your business with virtually any cage configuration that your business demands. Our Secure Caged Colocation space can fill the need for virtually any size data center. Full unescorted access to the facility 24/7/365 for your entire technology team.",,,,
NacSpace Data Center,NacSpace.com,2400,North Stallings Drive,75964,Nacogdoches,Texas,32,-94.67633302,"What sets NacSpace Data Center apart from other Data Centers is our service. From our East Texas data center location in Nacogdoches, TX, we provide concierge data center service that even includes transportation from the Nacogdoches airport for your visit to our colocation facility. Coworking office space where you can seamlessly access your data in the event of hurricanes is available by the day or month. Meeting rooms are available for rent. Our HelpDesk is available 24/7/365 days a year with remote hands support.

Our secure and reliable Texas data center, built with Tier II Plus standards and redundant power. Each electric feed has its own UPS system, which are backed up by multiple generators. Our Colocation facility offers cabinets, cages, rack space, and accountability to meet your business objectives and ensure your success.

Want all the benefits of a large data center without the expense of an in-house data center? NacSpace Data Center is your answer in East Texas. When you colocate your servers at the NacSpace East Texas colocation data center, your business can benefit from our data center services at a fraction of the cost of installing your servers in-house at your company facility. You can hire fewer IT specialists and take advantage of improved physical and data security, reliability, and scalability.

Website hosting is also available on a dedicated server, virtual server, or shared hosting. WordPress website hosting is also available.",,,,
Tyler Vault.com,Tyler Vault.com,110,N College Ave,75702,Tyler,Texas,32,-95.3018746,"When you colocate with us, your business can advertise that you are in a REAL Vault.

If you are anywhere in the area, call us and setup a tour. If you want to see how we built it, check out our web site.

We have:
Redundant Fiber connections, via mutiple carriers.
Redundant building power feeds.
Managed and unmanaged colocation.
Partial or full rack leasing.
Disaster recovery design and implementation services.
Secure off-site backup and disaster recovery.
Hardened access controlled facility.
Power and communication redundancy.
1,100 sq. foot vault hosting with 40 rack capability A & B power for each rack.
Remote and local KVM support.
Onsite private support and conference rooms.
Remote Hands.",,,,
MDC Laredo - LDO1,MDC Data Centers,13619,Cabezut Dr Unitec Industrial Park,78045,Laredo,Texas,28,-99.44992373,"Carrier-Neutral Edge Colocation
Focused on interconnecting the World with Mexico across the border, our reliable colocation facilities are coupled with fiber crossing assets, internet exchange point, and always-on redundant infrastructure.

Beyond Colocation
You get everything you need to extend your network cost-effectively: reliable colocation, carrier-neutral interconnection, internet exchange, and international fiber crossing.


100% Carrier-Neutral
Carrier neutrality allows you to have more control over your business and interconnection services. We don't compete with you; we facilitate your growth.


Enhanced Connectivity
Get increased redundancy and improve your network performance by connecting through private interconnection, public peering or international fiber crossing.


Business Advocacy
Find the anchor customer for your business case or build a more effective solution with support of our team of experts and the Marketplace.",,,,
Windstream Laredo,Windstream,520,Matamoros St,78040,Laredo,Texas,28,-99.5014675,,,,,
Lumen Laredo 1,Lumen,518,Farragut,78040,Laredo,Texas,28,-99.50156299,"Facility Specifications

. Total Space: 4,800 sq. ft.
. Colocation Space: 1,750 sq. ft.
. Ceiling height: 15'6""
. Available on-site parking

Environmental

. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power

. DC Power
. Generator and battery backup

Security

. Stringent, multi-layered security control procedures

Network Features

. Diverse fiber connectivity
. NPA-NXX: (956)-712
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available
",,,,
DataBank ACT1 - Waco,DataBank,700,Austin,76701,Waco,Texas,32,-97.1334692,"Previously known as Clearview - The Waco Information Technology Gateway (ITG). Acquired by Zayo/zColo in 2016. All Zayos colocation data centers were acquired by DataBank in 2020.

ACT1 Waco Data Center is a repurposed Cold War nuclear fall-out shelter, providing physical security previously unmet in the commercially available data center market. It’s Central Texas location is within a 100-mile radius from Dallas, Austin, Houston and San Antonio, allowing for true data replication between the W-ITG and clients in those cities. In addition, the Waco location is easily accessible by car in the event of an attack that impacts the nation’s airways.

The W-ITG is located on a power grid separate from Texas’ major city systems, providing an advantage during potential blackouts and brownouts. It incorporates dual transformer commercial power feeds and multi-carrier fiber availability for operating capacity and redundancy. The facility features a layered security protocol that includes biometrics, magnetic key cards, DVR cameras and onsite personnel. An 80-space parking lot has been converted to support mobile work-space recovery vehicles in the event employees are displaced from their daily work environments.",,,,
Meta Temple Data Center,Meta,,NW H K Dodgen Loop & Industrial Blvd,76502,Temple,Texas,31,-97.37367475,"Located in Temple, Texas, the Meta Temple Data Center plays a vital role in supporting Meta's continued expansion within a dynamic technology corridor. This facility features substantial power capacity to accommodate the company's evolving needs while driving economic development in the surrounding region. Meta's commitment to supporting renewable energy initiatives aligns with the Temple Data Center's operations, demonstrating a focus on sustainable growth.",,,,
Lumen Waco,Lumen,1417,"Airbase Rd,",75705,Waco,Texas,32,-97.0927629,"Facility Specifications
. Total Space: 4,800 sq ft
. Colocation Space: 1,740 sq ft
. Ceiling height: 20'0""
. Available on-site parking

Environmental
. Temperature and humidity controlled
. Monitored building management system
. Fire suppression and smoke detection

Power
. DC Power
. Generator and battery backup

Security
. Stringent, multi-layered security control procedures

Network Features
. Diverse fiber connectivity
. NPA-NXX: (254)-799
. Level 3 portfolio of services
. Backhaul services, if needed
. Alternate carrier networks available",,,,
